trial_numbers,cue_time in s,M7_L_rewards,M7_L_beambreak_time in s,M7_L_reward time in s,M8_R_rewards,M8_R_beambreak_time in s,M8_R_reward time in s,M7_L_beambreak_time,M8_R_beambreak_time,cue_time
,202307121655226,9,,202307121649343,22,202307121655236,202307121655237,1689206153.7456696,1689206123.6425135,1689206122.6392622
,202307121656038,9,,202307121649343,23,202307121656218,202307121656219,1689206194.9770496,1689206181.8963985,1689206163.8749459
,202307121656451,9,,202307121649343,23,,202307121656219,1689206236.1426008,1689206236.1441226,1689206205.1046607
,202307121657462,9,,202307121649343,23,,202307121656219,1689206297.3138344,1689206297.315349,1689206266.2755153
,202307121658474,9,,202307121649343,23,,202307121656219,1689206358.5114293,1689206358.5134845,1689206327.4714808
,202307121659486,9,,202307121649343,23,,202307121656219,1689206419.7061267,1689206419.708615,1689206388.6666098
,202307121700498,9,,202307121649343,23,,202307121656219,1689206480.8803213,1689206480.881853,1689206449.8422203
,202307121701510,9,,202307121649343,23,,202307121656219,1689206542.0824075,1689206542.0845897,1689206511.0435832
,202307121702522,9,,202307121649343,23,,202307121656219,1689206603.2702777,1689206603.2718747,1689206572.2293513
,202307121703534,10,202307121704144,202307121704145,23,,202307121656219,1689206654.4449208,1689206664.5235586,1689206633.4198315
,202307121704446,11,202307121704476,202307121704477,23,,202307121656219,1689206687.6690586,1689206715.7672095,1689206684.6635451
,202307121705359,11,,202307121704477,23,,202307121656219,1689206766.9393332,1689206766.9412658,1689206735.9010663
,202307121706370,11,,202307121704477,23,,202307121656219,1689206828.1301212,1689206828.1315894,1689206797.092006
,202307121707382,12,202307121707392,202307121707393,23,,202307121656219,1689206859.2850924,1689206889.38593,1689206858.28185
,202307121708295,12,,202307121707393,23,,202307121656219,1689206940.5566845,1689206940.5588276,1689206909.5182028
