trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M6_R_beambreak_time,cue_time
,202307141444378,46,,202307141442492,28,,202307141443506,1689371093.9125683,1689371093.914324,1689371077.8887098
,202307141445090,47,202307141445110,202307141445111,28,,202307141443506,1689371111.0512466,1689371125.136422,1689371109.045473
,202307141445352,47,,202307141445111,28,,202307141443506,1689371151.2623253,1689371151.2642863,1689371135.2403224
,202307141446063,47,,202307141445111,29,202307141446164,202307141446164,1689371182.4761064,1689371176.4020822,1689371166.3887453
,202307141446275,48,202307141446335,202307141446336,29,,202307141446164,1689371193.595683,1689371203.6781576,1689371187.5869122
,202307141446537,48,,202307141446336,29,,202307141446164,1689371229.8100007,1689371229.811522,1689371213.7869816
,202307141447249,49,202307141447259,202307141447259,29,,202307141446164,1689371245.9337587,1689371261.016,1689371244.9305313
,202307141447511,49,,202307141447259,29,,202307141446164,1689371287.164843,1689371287.1663551,1689371271.1427028
,202307141448222,49,,202307141447259,29,,202307141446164,1689371318.3104265,1689371318.311968,1689371302.2887404
,202307141448534,49,,202307141447259,29,,202307141446164,1689371349.4471185,1689371349.4493482,1689371333.4248972
,202307141449245,49,,202307141447259,29,,202307141446164,1689371380.592333,1689371380.594452,1689371364.5705175
,202307141449557,49,,202307141447259,29,,202307141446164,1689371411.7499225,1689371411.7519362,1689371395.729685
,202307141450269,49,,202307141447259,29,,202307141446164,1689371442.9302855,1689371442.9323914,1689371426.9085689
,202307141450580,49,,202307141447259,29,,202307141446164,1689371474.088199,1689371474.0901423,1689371458.0663345
,202307141451292,49,,202307141447259,29,,202307141446164,1689371505.2349455,1689371505.2375164,1689371489.210767
,202307141452003,49,,202307141447259,30,202307141452013,202307141452014,1689371536.4649231,1689371521.3814077,1689371520.377732
,202307141452215,50,202307141452235,202307141452236,31,202307141452246,202307141452247,1689371543.596456,1689371544.6626396,1689371541.5919023
,202307141452298,51,202307141452308,202307141452309,31,,202307141452247,1689371550.8419433,1689371565.9254293,1689371549.838815
,202307141452560,51,,202307141452309,31,,202307141452247,1689371592.0710158,1689371592.0725346,1689371576.0491881
,202307141453273,51,,202307141452309,31,,202307141452247,1689371623.3260314,1689371623.328367,1689371607.3035033
,202307141453584,52,202307141453594,202307141453595,31,,202307141452247,1689371639.4659905,1689371654.549049,1689371638.4618733
,202307141454246,52,,202307141453595,32,202307141454326,202307141454327,1689371680.7834141,1689371672.675261,1689371664.6642065
,202307141454459,53,202307141454469,202307141454469,33,202307141454469,202307141454470,1689371686.912168,1689371686.975641,1689371685.9088025
,202307141454521,54,202307141454531,202307141454532,34,202307141454552,202307141454552,1689371693.1484241,1689371695.21399,1689371692.1449096
,202307141455003,55,202307141455013,202307141455014,35,202307141455044,202307141455045,1689371701.3878832,1689371704.4545789,1689371700.3842597
,202307141455096,55,,202307141455014,36,202307141455176,202307141455177,1689371725.7159748,1689371717.6409905,1689371709.629797
,202307141455308,55,,202307141455014,37,202307141455318,202307141455319,1689371746.933718,1689371731.846959,1689371730.841568
,202307141455520,56,202307141455530,202307141455531,38,202307141455551,202307141455551,1689371753.062238,1689371755.1278484,1689371752.0587769
,202307141456002,57,202307141456012,202307141456013,39,202307141456063,202307141456064,1689371761.2981446,1689371766.369843,1689371760.2935019
,202307141456115,57,,202307141456013,40,202307141456125,202307141456126,1689371787.6270308,1689371772.5428157,1689371771.5391152
,202307141456327,57,,202307141456013,41,202307141456337,202307141456338,1689371808.8343108,1689371793.7466505,1689371792.7431848
,202307141456539,57,,202307141456013,42,202307141456549,202307141456550,1689371830.0440557,1689371814.961452,1689371813.9579778
,202307141457151,58,202307141457161,202307141457162,42,,202307141456550,1689371836.171358,1689371851.253935,1689371835.1681242
,202307141457413,59,202307141457554,202307141457555,43,202307141457423,202307141457424,1689371875.4454343,1689371862.367816,1689371861.3640711
,202307141458006,60,202307141458016,202307141458016,44,202307141458066,202307141458067,1689371881.6205547,1689371886.689875,1689371880.6166017
,202307141458118,61,202307141458128,202307141458129,45,202307141458159,202307141458160,1689371892.8721173,1689371895.943233,1689371891.866902
,202307141458211,62,202307141458221,202307141458222,45,,202307141458160,1689371902.1487696,1689371917.2355456,1689371901.1437511
,202307141458473,63,202307141458483,202307141458484,46,202307141458484,202307141458485,1689371928.3753378,1689371928.4430978,1689371927.3701072
,202307141458536,63,,202307141458484,47,202307141458546,202307141458546,1689371949.694954,1689371934.6085036,1689371933.6021311
,202307141459148,63,,202307141458484,48,202307141459178,202307141459179,1689371970.9172268,1689371957.8255806,1689371954.8199053
,202307141459360,63,,202307141458484,49,202307141459390,202307141459390,1689371992.0880768,1689371979.007238,1689371976.0017061
,202307141459572,63,,202307141458484,50,202307141500002,202307141500002,1689372013.3048213,1689372000.2235706,1689371997.2139354
,202307141500184,63,,202307141458484,51,202307141500194,202307141500194,1689372034.50013,1689372019.4178905,1689372018.4143777
,202307141500396,63,,202307141458484,52,202307141500416,202307141500416,1689372055.695345,1689372041.6091402,1689372039.604464
,202307141501008,63,,202307141458484,52,,202307141500416,1689372076.83663,1689372076.8389845,1689372060.8136213
,202307141501319,64,202307141501329,202307141501330,53,202307141501330,202307141501330,1689372092.9650903,1689372093.0320933,1689372091.9615393
,202307141501381,64,,202307141501330,54,202307141501442,202307141501442,1689372114.2803257,1689372104.2028973,1689372098.193795
,202307141501593,64,,202307141501330,55,202307141502004,202307141502004,1689372135.4858367,1689372120.4011042,1689372119.3905437
,202307141502205,64,,202307141501330,56,202307141502215,202307141502216,1689372156.6817858,1689372141.5990286,1689372140.5962398
,202307141502417,64,,202307141501330,57,202307141502428,202307141502428,1689372177.8849626,1689372162.802554,1689372161.7999616
,202307141503030,64,,202307141501330,58,202307141503040,202307141503040,1689372199.0941358,1689372184.0131726,1689372183.0099413
,202307141503242,64,,202307141501330,58,,202307141503040,1689372220.2426863,1689372220.2442174,1689372204.2206604
,202307141503554,64,,202307141501330,58,,202307141503040,1689372251.4280405,1689372251.4302793,1689372235.405244
,202307141504265,65,202307141504295,202307141504296,58,,202307141503040,1689372269.5577297,1689372282.639099,1689372266.5518637
,202307141504527,65,,202307141504296,58,,202307141503040,1689372308.792104,1689372308.79422,1689372292.7696621
,202307141505239,65,,202307141504296,58,,202307141503040,1689372339.944187,1689372339.9468634,1689372323.9214773
,202307141505550,65,,202307141504296,58,,202307141503040,1689372371.1034603,1689372371.105816,1689372355.0810401
,202307141506262,65,,202307141504296,58,,202307141503040,1689372402.262192,1689372402.2637637,1689372386.2404883
,202307141506573,65,,202307141504296,58,,202307141503040,1689372433.4223583,1689372433.423942,1689372417.3967443
,202307141507285,65,,202307141504296,58,,202307141503040,1689372464.5971446,1689372464.5996873,1689372448.5730324
,202307141507597,65,,202307141504296,58,,202307141503040,1689372495.7923627,1689372495.7944658,1689372479.76983
,202307141508309,65,,202307141504296,58,,202307141503040,1689372526.9398546,1689372526.9412076,1689372510.918101
,202307141509020,65,,202307141504296,58,,202307141503040,1689372558.1030457,1689372558.1069503,1689372542.071542
,202307141509332,65,,202307141504296,58,,202307141503040,1689372589.2647393,1689372589.2662735,1689372573.2434013
,202307141510044,66,202307141510094,202307141510094,58,,202307141503040,1689372609.4127676,1689372620.4937088,1689372604.404598
,202307141510306,66,,202307141510094,59,202307141510316,202307141510316,1689372646.7100904,1689372631.6258972,1689372630.6224897
,202307141510518,66,,202307141510094,60,202307141510528,202307141510529,1689372667.9252152,1689372652.8417394,1689372651.8381515
,202307141511130,67,202307141511140,202307141511141,61,202307141511271,202307141511271,1689372674.0541682,1689372687.1330805,1689372673.050779
,202307141511323,67,,202307141511141,61,,202307141511271,1689372708.33016,1689372708.3325481,1689372692.3086534
,202307141512034,67,,202307141511141,62,202307141512074,202307141512075,1689372739.556639,1689372727.475901,1689372723.469092
,202307141512246,67,,202307141511141,62,,202307141512075,1689372760.7040944,1689372760.7064507,1689372744.6818042
,202307141512558,67,,202307141511141,63,202307141512598,202307141512599,1689372791.930968,1689372779.847301,1689372775.8401067
,202307141513170,67,,202307141511141,63,,202307141512599,1689372813.0885782,1689372813.0905085,1689372797.0596635
,202307141513482,67,,202307141511141,63,,202307141512599,1689372844.263892,1689372844.265224,1689372828.242452
,202307141514194,67,,202307141511141,63,,202307141512599,1689372875.4274716,1689372875.4294634,1689372859.4009283
,202307141514505,67,,202307141511141,63,,202307141512599,1689372906.5835176,1689372906.5850952,1689372890.5606403
,202307141515217,67,,202307141511141,63,,202307141512599,1689372937.7440953,1689372937.746301,1689372921.7216597
,202307141515528,67,,202307141511141,63,,202307141512599,1689372968.9169626,1689372968.91939,1689372952.8943386
,202307141516240,67,,202307141511141,63,,202307141512599,1689373000.0836253,1689373000.0858965,1689372984.0608351
,202307141516552,67,,202307141511141,63,,202307141512599,1689373031.265403,1689373031.267206,1689373015.2426062
,202307141517264,67,,202307141511141,63,,202307141512599,1689373062.4423466,1689373062.4439678,1689373046.4208858
,202307141517575,67,,202307141511141,63,,202307141512599,1689373093.611041,1689373093.6126645,1689373077.5890012
,202307141518287,67,,202307141511141,63,,202307141512599,1689373124.7788737,1689373124.7804384,1689373108.7549837
,202307141518599,67,,202307141511141,63,,202307141512599,1689373155.9413548,1689373155.943445,1689373139.9195845
,202307141519310,68,202307141519380,202307141519381,63,,202307141512599,1689373178.081821,1689373187.1597435,1689373171.072047
,202307141519572,69,202307141519583,202307141519583,63,,202307141512599,1689373198.3022175,1689373213.3861716,1689373197.29872
,202307141520235,69,,202307141519583,63,,202307141512599,1689373239.5326092,1689373239.5347216,1689373223.5099247
,202307141520546,69,,202307141519583,64,202307141520556,202307141520557,1689373270.7511528,1689373255.667908,1689373254.6638691
,202307141521158,69,,202307141519583,65,202307141521168,202307141521169,1689373291.9658852,1689373276.882579,1689373275.8789995
,202307141521370,69,,202307141519583,66,202307141521460,202307141521461,1689373313.1717525,1689373306.089768,1689373297.0772948
,202307141521582,69,,202307141519583,67,202307141522053,202307141522053,1689373334.3819444,1689373325.305874,1689373318.295791
,202307141522195,69,,202307141519583,68,202307141522205,202307141522205,1689373355.5888822,1689373340.5047777,1689373339.5015216
,202307141522407,69,,202307141519583,69,202307141522547,202307141522547,1689373376.7929769,1689373374.7227893,1689373360.70511
,202307141523019,69,,202307141519583,70,202307141523029,202307141523029,1689373398.003301,1689373382.9211142,1689373381.9176824
,202307141523231,69,,202307141519583,71,202307141523271,202307141523271,1689373419.204148,1689373407.1238585,1689373403.118205
,202307141523443,70,202307141523473,202307141523474,72,202307141523474,202307141523474,1689373427.339721,1689373427.4052129,1689373424.333884
,202307141523525,71,202307141523535,202307141523536,73,202307141523586,202307141523586,1689373433.5594444,1689373438.628938,1689373432.5558665
,202307141524037,72,202307141524048,202307141524048,74,202307141524068,202307141524069,1689373444.800071,1689373446.8655207,1689373443.7968621
,202307141524120,72,,202307141524048,75,202307141524190,202307141524191,1689373468.1182,1689373459.041467,1689373452.0307775
,202307141524332,73,202307141524373,202307141524373,76,202307141524342,202307141524343,1689373477.311776,1689373474.2440355,1689373473.2406464
,202307141524424,74,202307141524434,202307141524435,77,202307141524465,202307141524466,1689373483.469051,1689373486.536964,1689373482.4656503
,202307141524517,74,,202307141524435,77,,202307141524466,1689373507.7411067,1689373507.7432892,1689373491.719231
,202307141525228,74,,202307141524435,77,,202307141524466,1689373538.8918917,1689373538.8935812,1689373522.8690512
,202307141525540,74,,202307141524435,77,,202307141524466,1689373570.0643616,1689373570.0659328,1689373554.0422945
,202307141526252,75,202307141526262,202307141526262,78,202307141526262,202307141526263,1689373586.218671,1689373586.282838,1689373585.2150302
,202307141526314,76,202307141526324,202307141526325,79,202307141526345,202307141526345,1689373592.442356,1689373594.5112662,1689373591.4389884
,202307141526396,77,202307141526427,202307141526427,80,202307141526547,202307141526548,1689373602.7054427,1689373614.7835975,1689373599.699717
,202307141526599,78,202307141527009,202307141527010,81,202307141527010,202307141527011,1689373620.9835992,1689373621.047072,1689373619.9802365
,202307141527062,79,202307141527192,202307141527193,82,202307141527072,202307141527072,1689373639.2905362,1689373627.2127059,1689373626.209059
,202307141527244,80,202307141527254,202307141527255,83,202307141527255,202307141527256,1689373645.4850214,1689373645.5501428,1689373644.48149
,202307141527307,80,,202307141527255,84,202307141527397,202307141527397,1689373666.8069932,1689373659.7319758,1689373650.7194967
,202307141527519,80,,202307141527255,85,202307141527529,202307141527529,1689373688.0157034,1689373672.9322762,1689373671.9286268
,202307141528131,80,,202307141527255,86,202307141528141,202307141528142,1689373709.2407868,1689373694.1539989,1689373693.148601
,202307141528343,80,,202307141527255,87,202307141528373,202307141528374,1689373730.4586208,1689373717.376838,1689373714.3709576
,202307141528555,80,,202307141527255,88,202307141528565,202307141528566,1689373751.6747386,1689373736.5915146,1689373735.5881677
,202307141529168,80,,202307141527255,88,,202307141528566,1689373772.83398,1689373772.83562,1689373756.8099174
,202307141529480,80,,202307141527255,89,202307141529490,202307141529490,1689373804.094646,1689373789.008283,1689373788.0026474
,202307141530092,80,,202307141527255,89,,202307141529490,1689373825.2502315,1689373825.252063,1689373809.2277792
,202307141530403,80,,202307141527255,90,202307141530523,202307141530524,1689373856.4669104,1689373852.3949275,1689373840.3790517
,202307141531015,80,,202307141527255,91,202307141531056,202307141531056,1689373877.6815836,1689373865.6006532,1689373861.583431
,202307141531228,80,,202307141527255,92,202307141531328,202307141531328,1689373898.8970513,1689373892.8239372,1689373882.8107026
,202307141531440,80,,202307141527255,93,202307141531450,202307141531451,1689373920.12414,1689373905.038143,1689373904.0328937
,202307141532052,80,,202307141527255,94,202307141532172,202307141532173,1689373941.3392158,1689373937.2678385,1689373925.2518592
,202307141532264,80,,202307141527255,95,202307141532384,202307141532385,1689373962.5524256,1689373958.4805791,1689373946.464496
,202307141532476,80,,202307141527255,95,,202307141532385,1689373983.7099986,1689373983.7122235,1689373967.6874368
,202307141533188,80,,202307141527255,96,202307141533318,202307141533319,1689374014.9464767,1689374011.8766205,1689373998.8597968
,202307141533400,80,,202307141527255,96,,202307141533319,1689374036.101025,1689374036.1031973,1689374020.0784464
,202307141534112,80,,202307141527255,97,202307141534132,202307141534133,1689374067.3408945,1689374053.2555552,1689374051.2507474
,202307141534324,80,,202307141527255,98,202307141534354,202307141534355,1689374088.5543194,1689374075.4732902,1689374072.4675844
,202307141534536,80,,202307141527255,99,202307141535006,202307141535007,1689374109.7724078,1689374100.6946647,1689374093.6844392
,202307141535149,80,,202307141527255,100,202307141535159,202307141535159,1689374130.991092,1689374115.9103649,1689374114.9068716
,202307141535360,80,,202307141527255,100,,202307141535159,1689374152.0996041,1689374152.1013937,1689374136.0762486
,202307141536072,80,,202307141527255,101,202307141536082,202307141536083,1689374183.3370783,1689374168.2521362,1689374167.2484894
,202307141536284,80,,202307141527255,101,,202307141536083,1689374204.4894927,1689374204.491039,1689374188.4623373
,202307141536596,80,,202307141527255,101,,202307141536083,1689374235.6501286,1689374235.6517208,1689374219.6264923
,202307141537307,80,,202307141527255,102,202307141537378,202307141537378,1689374266.8851213,1689374257.8091648,1689374250.7987056
,202307141537520,80,,202307141527255,102,,202307141537378,1689374288.040061,1689374288.0415971,1689374272.0175426
,202307141538231,80,,202307141527255,103,202307141538241,202307141538242,1689374319.2754614,1689374304.1934748,1689374303.190379
,202307141538444,80,,202307141527255,104,202307141538474,202307141538474,1689374340.5099645,1689374327.42917,1689374324.4217367
,202307141539056,80,,202307141527255,104,,202307141538474,1689374361.6464782,1689374361.6487129,1689374345.6247582
,202307141539367,80,,202307141527255,105,202307141539477,202307141539478,1689374392.8652246,1689374387.788696,1689374376.7738361
,202307141539580,80,,202307141527255,106,202307141540100,202307141540100,1689374414.092562,1689374410.0215876,1689374398.0041103
,202307141540192,80,,202307141527255,106,,202307141540100,1689374435.2502096,1689374435.2524216,1689374419.2267888
,202307141540503,80,,202307141527255,107,202307141540513,202307141540514,1689374466.4768434,1689374451.3933637,1689374450.3898387
,202307141541116,80,,202307141527255,107,,202307141540514,1689374487.6370564,1689374487.6392643,1689374471.614009
,202307141541427,80,,202307141527255,108,202307141541457,202307141541458,1689374518.876489,1689374505.7919765,1689374502.7863455
,202307141542040,81,202307141542140,202307141542140,108,,202307141541458,1689374534.0262322,1689374540.0999408,1689374524.012892
,202307141542302,81,,202307141542140,109,202307141542312,202307141542312,1689374566.3137836,1689374551.2315226,1689374550.2277844
,202307141542514,81,,202307141542140,110,202307141542544,202307141542545,1689374587.5448987,1689374574.458478,1689374571.4527361
,202307141543126,82,202307141543146,202307141543147,111,202307141543227,202307141543228,1689374594.687184,1689374602.761135,1689374592.6826572
,202307141543279,83,202307141543289,202307141543290,112,202307141543310,202307141543310,1689374608.9489474,1689374611.0144203,1689374607.9455476
,202307141543361,83,,202307141543290,113,202307141543371,202307141543372,1689374632.2565079,1689374617.1747453,1689374616.17152
,202307141543573,84,202307141543593,202307141543594,114,202307141543594,202307141543595,1689374639.3934371,1689374639.4578354,1689374637.3889556
,202307141544046,85,202307141544056,202307141544057,115,202307141544127,202307141544127,1689374645.6401632,1689374652.7113001,1689374644.6347244
,202307141544179,85,,202307141544057,115,,202307141544127,1689374673.9243305,1689374673.9263723,1689374657.9002326
,202307141544491,86,202307141545031,202307141545031,115,,202307141544127,1689374703.1219883,1689374705.1896718,1689374689.1022873
,202307141545153,87,202307141545163,202307141545163,115,,202307141544127,1689374716.326086,1689374731.4122052,1689374715.3207705
,202307141545415,87,,202307141545163,115,,202307141544127,1689374757.5751078,1689374757.578224,1689374741.5531957
,202307141546127,88,202307141546157,202307141546158,116,202307141546137,202307141546137,1689374775.798481,1689374773.7326634,1689374772.7292352
,202307141546209,89,202307141546219,202307141546220,117,202307141546310,202307141546311,1689374781.9891388,1689374791.0638905,1689374780.985665
,202307141546362,89,,202307141546220,118,202307141546372,202307141546372,1689374812.3084471,1689374797.224052,1689374796.2194471
,202307141546574,89,,202307141546220,119,202307141547004,202307141547004,1689374833.5141635,1689374820.4322827,1689374817.4264386
,202307141547186,90,202307141547266,202307141547267,119,,202307141547004,1689374846.653726,1689374854.7286649,1689374838.6427498
,202307141547448,91,202307141547468,202307141547469,119,,202307141547004,1689374866.8666093,1689374880.9508526,1689374864.8622873
,202307141548110,91,,202307141547469,119,,202307141547004,1689374907.1028953,1689374907.104197,1689374891.0815969
,202307141548422,92,202307141548562,202307141548563,119,,202307141547004,1689374936.263891,1689374938.332306,1689374922.2446396
,202307141549084,93,202307141549124,202307141549125,119,,202307141547004,1689374952.4695058,1689374964.5489883,1689374948.4629526
,202307141549346,94,202307141549357,202307141549357,119,,202307141547004,1689374975.7001877,1689374990.7832072,1689374974.6855166
,202307141550009,94,,202307141549357,119,,202307141547004,1689375016.9404762,1689375016.9427912,1689375000.9176307
,202307141550320,95,202307141550370,202307141550371,119,,202307141547004,1689375037.08858,1689375048.1668332,1689375032.0717115
,202307141550583,96,202307141550593,202307141550593,120,202307141551013,202307141551014,1689375059.308635,1689375061.375229,1689375058.3050783
,202307141551065,97,202307141551115,202307141551116,120,,202307141551014,1689375071.5596547,1689375082.639006,1689375066.5520895
,202307141551327,98,202307141551337,202307141551338,121,202307141551338,202307141551339,1689375093.7792008,1689375093.84384,1689375092.7757707
,202307141551389,98,,202307141551338,122,202307141551400,202307141551400,1689375115.0839946,1689375100.0022979,1689375098.9992924
,202307141552002,98,,202307141551338,123,202307141552112,202307141552112,1689375136.308,1689375131.2326148,1689375120.2180932
