trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M6_R_beambreak_time,cue_time
,202307141642555,43,,202307141640570,13,,202307141634303,1689378191.6085238,1689378191.6107771,1689378175.585981
,202307141643267,44,202307141643277,202307141643278,13,,202307141634303,1689378207.740739,1689378222.822216,1689378206.7374907
,202307141643529,45,202307141643579,202307141643580,13,,202307141634303,1689378237.952186,1689378249.0365674,1689378232.9415245
,202307141644191,46,202307141644201,202307141644202,13,,202307141634303,1689378260.1546974,1689378275.2400439,1689378259.1509836
,202307141644453,46,,202307141644202,13,,202307141634303,1689378301.3943431,1689378301.3958483,1689378285.3721833
,202307141645165,47,202307141645175,202307141645175,13,,202307141634303,1689378317.5248992,1689378332.6077888,1689378316.521434
,202307141645427,48,202307141645447,202307141645448,13,,202307141634303,1689378344.7367637,1689378358.819788,1689378342.732122
,202307141646089,49,202307141646099,202307141646100,14,202307141646100,202307141646100,1689378369.9397879,1689378370.0059044,1689378368.9361475
,202307141646151,50,202307141646212,202307141646213,15,202307141646161,202307141646162,1689378381.2423778,1689378376.17108,1689378375.1674502
,202307141646264,51,202307141646274,202307141646274,15,,202307141646162,1689378387.4163926,1689378402.4987674,1689378386.4129708
,202307141646526,51,,202307141646274,16,202307141646536,202307141646536,1689378428.6972134,1689378413.6127694,1689378412.6091485
,202307141647138,51,,202307141646274,17,202307141647178,202307141647178,1689378449.9061098,1689378437.8255997,1689378433.8188019
,202307141647350,51,,202307141646274,18,202307141647390,202307141647391,1689378471.119188,1689378459.0370471,1689378455.0303743
,202307141647562,51,,202307141646274,18,,202307141647391,1689378492.258167,1689378492.2605386,1689378476.23539
,202307141648273,51,,202307141646274,18,,202307141647391,1689378523.4058259,1689378523.4077024,1689378507.383362
,202307141648585,52,202307141649115,202307141649116,18,,202307141647391,1689378551.5475433,1689378554.6188223,1689378538.5303822
,202307141649247,53,202307141649267,202307141649268,18,,202307141647391,1689378566.747262,1689378580.8346062,1689378564.7409942
,202307141649509,54,202307141649519,202307141649520,18,,202307141647391,1689378591.9579988,1689378607.0408475,1689378590.9533718
,202307141650171,54,,202307141649520,19,202307141650301,202307141650302,1689378633.235122,1689378630.1641586,1689378617.1476672
,202307141650383,54,,202307141649520,19,,202307141650302,1689378654.367566,1689378654.3699007,1689378638.3389657
,202307141651094,55,202307141651104,202307141651105,20,202307141651235,202307141651236,1689378670.4902081,1689378683.5678563,1689378669.4870121
,202307141651287,56,202307141651417,202307141651418,20,,202307141651236,1689378701.7549236,1689378704.8252146,1689378688.7382388
,202307141651549,57,202307141651559,202307141651559,20,,202307141651236,1689378715.9319377,1689378731.014443,1689378714.9286864
,202307141652211,57,,202307141651559,20,,202307141651236,1689378757.1672893,1689378757.1693811,1689378741.1443486
,202307141652522,57,,202307141651559,20,,202307141651236,1689378788.3043358,1689378788.3063319,1689378772.2820888
,202307141653234,57,,202307141651559,20,,202307141651236,1689378819.445271,1689378819.4468663,1689378803.4223247
,202307141653545,57,,202307141651559,20,,202307141651236,1689378850.5874615,1689378850.5896075,1689378834.5635726
,202307141654257,57,,202307141651559,20,,202307141651236,1689378881.73043,1689378881.7321315,1689378865.7085922
,202307141654568,57,,202307141651559,20,,202307141651236,1689378912.8753285,1689378912.8769825,1689378896.8521385
