trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M5_L_reward time,M6_R_beambreak_time,M6_R_reward time,cue_time
,20230718172515012622,78,,202307181724054,71,,202307181724286,1689726331.0354514,1689726245.4371016,1689726331.0378366,1689726268.6777666,1689726315.0126216
,20230718172546199641,79,20230718172601218387,202307181726012,71,,202307181724286,1689726361.218387,1689726361.2630281,1689726362.2666578,1689726268.6777666,1689726346.199641
,20230718172612418495,80,20230718172613422011,202307181726134,71,,202307181724286,1689726373.4220111,1689726373.4664466,1689726388.4855835,1689726268.6777666,1689726372.418495
,20230718172638620063,81,20230718172645664906,202307181726457,72,20230718172639623755,202307181726396,1689726405.6649058,1689726405.7116537,1689726399.623755,1689726399.6581647,1689726398.6200633
,20230718172650848603,82,20230718172700861686,202307181727009,72,,202307181726396,1689726420.8616855,1689726420.906112,1689726426.9185145,1689726399.6581647,1689726410.8486035
,20230718172717065555,83,20230718172718068791,202307181727181,72,,202307181726396,1689726438.0687914,1689726438.111878,1689726453.130603,1689726399.6581647,1689726437.0655546
,20230718172743286097,83,,202307181727181,72,,202307181726396,1689726479.3069878,1689726438.111878,1689726479.308462,1689726399.6581647,1689726463.2860968
,20230718172814475309,83,,202307181727181,72,,202307181726396,1689726510.4974272,1689726438.111878,1689726510.4993505,1689726399.6581647,1689726494.4753087
,20230718172845658863,83,,202307181727181,72,,202307181726396,1689726541.680911,1689726438.111878,1689726541.6828833,1689726399.6581647,1689726525.658863
,20230718172916830145,83,,202307181727181,72,,202307181726396,1689726572.8525941,1689726438.111878,1689726572.854498,1689726399.6581647,1689726556.8301454
,20230718172947967117,83,,202307181727181,72,,202307181726396,1689726603.9895444,1689726438.111878,1689726603.991686,1689726399.6581647,1689726587.9671173
,20230718173019194506,83,,202307181727181,72,,202307181726396,1689726635.2167444,1689726438.111878,1689726635.218243,1689726399.6581647,1689726619.1945057
,20230718173050372692,83,,202307181727181,73,20230718173059384942,202307181730594,1689726666.430029,1689726438.111878,1689726659.3849416,1689726659.4192605,1689726650.372692
,20230718173111559766,83,,202307181727181,73,,202307181730594,1689726687.586358,1689726438.111878,1689726687.5885463,1689726659.4192605,1689726671.5597663
,20230718173142765449,83,,202307181727181,73,,202307181730594,1689726718.7876856,1689726438.111878,1689726718.7893,1689726659.4192605,1689726702.7654493
,20230718173214011285,83,,202307181727181,74,20230718173216016324,202307181732160,1689726750.0687764,1689726438.111878,1689726736.0163243,1689726736.051385,1689726734.0112853
,20230718173235217530,83,,202307181727181,75,20230718173237224056,202307181732372,1689726771.2756095,1689726438.111878,1689726757.2240558,1689726757.2579334,1689726755.2175298
,20230718173256417821,83,,202307181727181,75,,202307181732372,1689726792.4399896,1689726438.111878,1689726792.4415305,1689726757.2579334,1689726776.4178212
,20230718173327931372,83,,202307181727181,75,,202307181732372,1689726823.9537241,1689726438.111878,1689726823.9559429,1689726757.2579334,1689726807.931372
,20230718173359105402,83,,202307181727181,76,20230718173409119028,202307181734091,1689726855.1629972,1689726438.111878,1689726849.1190279,1689726849.153755,1689726839.1054018
,20230718173420309304,83,,202307181727181,77,20230718173423314875,202307181734233,1689726876.3655653,1689726438.111878,1689726863.3148754,1689726863.3486156,1689726860.309304
,20230718173441516040,83,,202307181727181,78,20230718173449526809,202307181734495,1689726897.5716996,1689726438.111878,1689726889.5268085,1689726889.5605278,1689726881.5160398
,20230718173502725647,83,,202307181727181,79,20230718173516743700,202307181735167,1689726918.7829168,1689726438.111878,1689726916.7436996,1689726916.7782822,1689726902.7256467
,20230718173523931904,83,,202307181727181,79,,202307181735167,1689726939.9541497,1689726438.111878,1689726939.956176,1689726916.7782822,1689726923.9319043
,20230718173555120656,83,,202307181727181,79,,202307181735167,1689726971.143172,1689726438.111878,1689726971.1453266,1689726916.7782822,1689726955.1206558
,20230718173626318968,83,,202307181727181,80,20230718173627322408,202307181736273,1689727002.3792577,1689726438.111878,1689726987.3224082,1689726987.3571067,1689726986.3189683
,20230718173647531804,83,,202307181727181,81,20230718173648537112,202307181736485,1689727023.5936718,1689726438.111878,1689727008.5371122,1689727008.574711,1689727007.531804
,20230718173708752065,83,,202307181727181,82,20230718173720766981,202307181737208,1689727044.8197937,1689726438.111878,1689727040.7669806,1689727040.8125906,1689727028.7520654
,20230718173729951113,83,,202307181727181,82,,202307181737208,1689727065.9736135,1689726438.111878,1689727065.9755883,1689727040.8125906,1689727049.9511135
,20230718173801127074,83,,202307181727181,82,,202307181737208,1689727097.1500022,1689726438.111878,1689727097.1524053,1689727040.8125906,1689727081.1270738
,20230718173832333371,83,,202307181727181,83,20230718173833337072,202307181738333,1689727128.3910415,1689726438.111878,1689727113.3370721,1689727113.3719857,1689727112.3333714
,20230718173853534137,83,,202307181727181,84,20230718173857542786,202307181738575,1689727149.5962064,1689726438.111878,1689727137.542786,1689727137.5809577,1689727133.5341365
,20230718173914749525,83,,202307181727181,84,,202307181738575,1689727170.7715864,1689726438.111878,1689727170.7731292,1689727137.5809577,1689727154.7495248
,20230718173945944968,83,,202307181727181,84,,202307181738575,1689727201.9674375,1689726438.111878,1689727201.9695663,1689727137.5809577,1689727185.9449677
,20230718174017215037,83,,202307181727181,84,,202307181738575,1689727233.236833,1689726438.111878,1689727233.2381537,1689727137.5809577,1689727217.2150369
,20230718174048389551,83,,202307181727181,84,,202307181738575,1689727264.4117484,1689726438.111878,1689727264.4148695,1689727137.5809577,1689727248.389551
,20230718174119578856,83,,202307181727181,84,,202307181738575,1689727295.6009836,1689726438.111878,1689727295.602513,1689727137.5809577,1689727279.5788558
,20230718174150770101,83,,202307181727181,84,,202307181738575,1689727326.792865,1689726438.111878,1689727326.795212,1689727137.5809577,1689727310.7701013
,20230718174221966418,83,,202307181727181,84,,202307181738575,1689727357.9889946,1689726438.111878,1689727357.9911995,1689727137.5809577,1689727341.9664176
,20230718174253140447,83,,202307181727181,84,,202307181738575,1689727389.1622016,1689726438.111878,1689727389.1640203,1689727137.5809577,1689727373.1404474
,20230718174324320655,83,,202307181727181,84,,202307181738575,1689727420.3424864,1689726438.111878,1689727420.3443096,1689727137.5809577,1689727404.3206553
,20230718174355501549,83,,202307181727181,85,20230718174356506704,202307181743565,1689727451.5622938,1689726438.111878,1689727436.5067036,1689727436.5436716,1689727435.5015495
,20230718174416726784,83,,202307181727181,86,20230718174417731929,202307181744177,1689727472.7887423,1689726438.111878,1689727457.7319293,1689727457.7693834,1689727456.7267845
,20230718174437927662,83,,202307181727181,86,,202307181744177,1689727493.9521363,1689726438.111878,1689727493.9544868,1689727457.7693834,1689727477.927662
,20230718174509144605,83,,202307181727181,87,20230718174511150886,202307181745111,1689727525.2029061,1689726438.111878,1689727511.1508858,1689727511.1850615,1689727509.144605
,20230718174530343458,83,,202307181727181,88,20230718174542359001,202307181745423,1689727546.4057102,1689726438.111878,1689727542.359001,1689727542.3928325,1689727530.3434577
,20230718174551555982,83,,202307181727181,89,20230718174553561084,202307181745535,1689727567.614679,1689726438.111878,1689727553.5610838,1689727553.5964677,1689727551.555982
,20230718174612813985,83,,202307181727181,89,,202307181745535,1689727588.8359606,1689726438.111878,1689727588.8375793,1689727553.5964677,1689727572.813985
,20230718174644013004,83,,202307181727181,89,,202307181745535,1689727620.0346787,1689726438.111878,1689727620.0366228,1689727553.5964677,1689727604.0130043
,20230718174715204045,83,,202307181727181,89,,202307181745535,1689727651.226482,1689726438.111878,1689727651.2286549,1689727553.5964677,1689727635.2040453
,20230718174746393367,83,,202307181727181,90,20230718174753404523,202307181747534,1689727682.4503913,1689726438.111878,1689727673.4045227,1689727673.4384162,1689727666.393367
,20230718174807591515,83,,202307181727181,90,,202307181747534,1689727703.613994,1689726438.111878,1689727703.615926,1689727673.4384162,1689727687.5915153
,20230718174838782148,83,,202307181727181,90,,202307181747534,1689727734.8046768,1689726438.111878,1689727734.8068075,1689727673.4384162,1689727718.7821481
,20230718174909986165,84,20230718174911990677,202307181749120,90,,202307181747534,1689727751.9906769,1689727752.0385408,1689727766.056599,1689727673.4384162,1689727749.9861653
,20230718174936222998,84,,202307181749120,90,,202307181747534,1689727792.245516,1689727752.0385408,1689727792.247145,1689727673.4384162,1689727776.222998
,20230718175007405672,84,,202307181749120,90,,202307181747534,1689727823.4274175,1689727752.0385408,1689727823.4288611,1689727673.4384162,1689727807.405672
,20230718175038602952,84,,202307181749120,90,,202307181747534,1689727854.6271152,1689727752.0385408,1689727854.6287837,1689727673.4384162,1689727838.6029515
,20230718175109808454,84,,202307181749120,90,,202307181747534,1689727885.8307078,1689727752.0385408,1689727885.8322446,1689727673.4384162,1689727869.8084538
,20230718175140987192,84,,202307181749120,90,,202307181747534,1689727917.0080795,1689727752.0385408,1689727917.0095906,1689727673.4384162,1689727900.987192
,20230718175212165200,85,20230718175213168391,202307181752132,90,,202307181747534,1689727933.168391,1689727933.2112093,1689727948.2314813,1689727673.4384162,1689727932.1652002
,20230718175238384637,85,,202307181752132,90,,202307181747534,1689727974.4067426,1689727933.2112093,1689727974.408281,1689727673.4384162,1689727958.3846366
,20230718175309574957,85,,202307181752132,90,,202307181747534,1689728005.5970447,1689727933.2112093,1689728005.599239,1689727673.4384162,1689727989.574957
,20230718175340767059,85,,202307181752132,90,,202307181747534,1689728036.7893867,1689727933.2112093,1689728036.7909439,1689727673.4384162,1689728020.7670588
