trial_numbers,cue_time in s,M1_L_rewards,M1_L_beambreak_time in s,M1_L_reward time in s,M2_R_rewards,M2_R_beambreak_time in s,M2_R_reward time in s,M1_L_beambreak_time,M1_L_reward time,M2_R_beambreak_time,M2_R_reward time,cue_time
,20230719133815412484,13,,202307191338103,9,20230719133824424334,202307191338244,1689799106.465193,1689799090.3033912,1689799104.4243343,1689799104.4604309,1689799095.4124844
,20230719133831573027,14,20230719133832576532,202307191338326,10,20230719133832619954,202307191338326,1689799112.576532,1689799112.6196954,1689799112.6199539,1689799112.656913,1689799111.5730271
,20230719133837742611,15,20230719133838747344,202307191338387,11,20230719133846799457,202307191338468,1689799118.7473435,1689799118.7907674,1689799126.7994566,1689799126.8377948,1689799117.7426112
,20230719133851943242,16,20230719133854948903,202307191338549,12,20230719133856995479,202307191338570,1689799134.9489026,1689799134.993035,1689799136.9954789,1689799137.0372322,1689799131.943242
,20230719133902159009,17,20230719133903162562,202307191339032,13,20230719133903208163,202307191339032,1689799143.1625621,1689799143.2078555,1689799143.2081635,1689799143.2459617,1689799142.1590087
,20230719133908338521,18,20230719133909342847,202307191339093,14,20230719133911391162,202307191339114,1689799149.3428469,1689799149.38875,1689799151.391162,1689799151.4301112,1689799148.338521
,20230719133916550391,19,20230719133923560532,202307191339236,15,20230719133923604713,202307191339236,1689799163.5605323,1689799163.6044207,1689799163.6047134,1689799163.6415715,1689799156.550391
,20230719133928759980,20,20230719133929763096,202307191339298,15,,202307191339236,1689799169.7630959,1689799169.807033,1689799179.8202338,1689799163.6415715,1689799168.7599804
,20230719133949949281,20,,202307191339298,16,20230719133952955139,202307191339529,1689799201.000002,1689799169.807033,1689799192.955139,1689799192.9896743,1689799189.9492815
,20230719134006112142,21,20230719134007115764,202307191340071,16,,202307191339529,1689799207.1157641,1689799207.1589863,1689799217.1720684,1689799192.9896743,1689799206.1121418
,20230719134027306482,21,,202307191340071,17,20230719134034316410,202307191340343,1689799238.3583748,1689799207.1589863,1689799234.31641,1689799234.351683,1689799227.3064816
,20230719134043481816,22,20230719134046486671,202307191340465,18,20230719134048533677,202307191340485,1689799246.4866714,1689799246.5312498,1689799248.5336773,1689799248.570473,1689799243.4818156
,20230719134053670400,23,20230719134054674393,202307191340547,19,20230719134056722621,202307191340567,1689799254.6743932,1689799254.7201886,1689799256.722621,1689799256.760409,1689799253.6704
,20230719134101888999,24,20230719134110939568,202307191341109,20,20230719134102894397,202307191341029,1689799270.939568,1689799270.9834197,1689799262.8943968,1689799262.9316657,1689799261.8889992
,20230719134116111249,24,,202307191341109,21,20230719134123122899,202307191341231,1689799287.1705341,1689799270.9834197,1689799283.1228993,1689799283.161804,1689799276.1112494
,20230719134132305636,25,20230719134133309021,202307191341333,21,,202307191341231,1689799293.309021,1689799293.3522618,1689799303.3658562,1689799283.161804,1689799292.3056362
,20230719134153492418,26,20230719134154496006,202307191341545,21,,202307191341231,1689799314.4960058,1689799314.5406454,1689799324.554112,1689799283.161804,1689799313.492418
,20230719134214695835,27,20230719134215699652,202307191342157,22,20230719134215746015,202307191342157,1689799335.6996524,1689799335.7457314,1689799335.7460148,1689799335.7815747,1689799334.6958354
,20230719134220886803,28,20230719134225894708,202307191342259,22,,202307191342157,1689799345.8947082,1689799345.9419136,1689799351.9529994,1689799335.7815747,1689799340.8868027
,20230719134242098193,29,20230719134251145819,202307191342511,23,20230719134249107740,202307191342491,1689799371.145819,1689799371.1946232,1689799369.10774,1689799369.1434267,1689799362.0981932
,20230719134256311663,30,20230719134257315375,202307191342573,24,20230719134257360029,202307191342573,1689799377.3153749,1689799377.359727,1689799377.3600295,1689799377.3941333,1689799376.3116634
,20230719134302495156,30,,202307191342573,24,,202307191342573,1689799393.5116413,1689799377.359727,1689799393.5139503,1689799377.3941333,1689799382.4951558
,20230719134328660347,30,,202307191342573,24,,202307191342573,1689799419.6767385,1689799377.359727,1689799419.6783843,1689799377.3941333,1689799408.6603472
,20230719134354821648,31,20230719134403866139,202307191344039,25,20230719134355825130,202307191343558,1689799443.8661387,1689799443.90964,1689799435.82513,1689799435.858404,1689799434.8216481
,20230719134409006194,32,20230719134410009996,202307191344100,26,20230719134410053932,202307191344100,1689799450.0099957,1689799450.0535216,1689799450.053932,1689799450.0925772,1689799449.0061944
,20230719134415193090,33,20230719134418199702,202307191344182,27,20230719134418245986,202307191344182,1689799458.1997015,1689799458.2456925,1689799458.245986,1689799458.2851734,1689799455.1930902
,20230719134423379798,34,20230719134424382550,202307191344244,28,20230719134424427493,202307191344244,1689799464.38255,1689799464.427172,1689799464.4274929,1689799464.4663873,1689799463.3797984
,20230719134429554897,35,20230719134430558367,202307191344306,29,20230719134430602054,202307191344306,1689799470.5583673,1689799470.6017785,1689799470.6020536,1689799470.6413805,1689799469.5548968
,20230719134435745550,35,,202307191344306,30,20230719134438751367,202307191344387,1689799486.7984197,1689799470.6017785,1689799478.7513666,1689799478.7865553,1689799475.7455497
,20230719134451916744,36,20230719134452921925,202307191344529,30,,202307191344387,1689799492.9219248,1689799492.9665594,1689799502.97982,1689799478.7865553,1689799491.9167435
,20230719134513111613,36,,202307191344529,30,,202307191344387,1689799524.127861,1689799492.9665594,1689799524.1301494,1689799478.7865553,1689799513.1116133
,20230719134539275909,36,,202307191344529,30,,202307191344387,1689799550.2963786,1689799492.9665594,1689799550.300568,1689799478.7865553,1689799539.2759087
,20230719134605447594,37,20230719134608452428,202307191346084,30,,202307191344387,1689799568.452428,1689799568.496591,1689799576.50765,1689799478.7865553,1689799565.4475944
,20230719134626647189,38,20230719134629652934,202307191346296,30,,202307191344387,1689799589.652934,1689799589.6977847,1689799597.7087348,1689799478.7865553,1689799586.647189
,20230719134647850928,38,,202307191346296,30,,202307191344387,1689799618.8673618,1689799589.6977847,1689799618.8694966,1689799478.7865553,1689799607.8509283
,20230719134714022549,39,20230719134717028063,202307191347170,31,20230719134721079764,202307191347211,1689799637.0280633,1689799637.0752726,1689799641.0797644,1689799641.1179812,1689799634.0225492
,20230719134726262670,40,20230719134727265960,202307191347273,32,20230719134727313930,202307191347273,1689799647.26596,1689799647.313638,1689799647.31393,1689799647.350577,1689799646.26267
,20230719134732464839,41,20230719134733470891,202307191347335,33,20230719134733518515,202307191347335,1689799653.470891,1689799653.5182,1689799653.5185146,1689799653.55543,1689799652.4648392
,20230719134738668014,42,20230719134739671432,202307191347397,34,20230719134739715454,202307191347397,1689799659.6714318,1689799659.7151845,1689799659.7154536,1689799659.7532117,1689799658.6680138
,20230719134744871374,43,20230719134749878878,202307191347499,34,,202307191347397,1689799669.8788776,1689799669.928678,1689799675.9373562,1689799659.7532117,1689799664.871374
,20230719134806078582,44,20230719134813123446,202307191348131,35,20230719134807082128,202307191348071,1689799693.1234462,1689799693.168454,1689799687.0821278,1689799687.1177962,1689799686.0785818
,20230719134818305321,45,20230719134819311886,202307191348193,36,20230719134819359793,202307191348193,1689799699.3118863,1689799699.3594964,1689799699.3597927,1689799699.397242,1689799698.305321
,20230719134824506162,46,20230719134825509598,202307191348255,36,,202307191348193,1689799705.5095983,1689799705.5527585,1689799715.566697,1689799699.397242,1689799704.506162
,20230719134845757723,47,20230719134854769766,202307191348548,36,,202307191348193,1689799734.7697659,1689799734.814412,1689799736.8191416,1689799699.397242,1689799725.7577226
,20230719134906956720,48,20230719134907960515,202307191349080,36,,202307191348193,1689799747.9605145,1689799748.0055137,1689799758.0185466,1689799699.397242,1689799746.95672
,20230719134928165050,49,20230719134929168449,202307191349292,36,,202307191348193,1689799769.168449,1689799769.2170925,1689799779.2301936,1689799699.397242,1689799768.16505
,20230719134949356523,50,20230719134952363980,202307191349524,36,,202307191348193,1689799792.36398,1689799792.407683,1689799800.4184916,1689799699.397242,1689799789.3565226
,20230719135010534513,50,,202307191349524,37,20230719135013540207,202307191350135,1689799821.5848706,1689799792.407683,1689799813.5402067,1689799813.5736842,1689799810.534513
,20230719135026707852,51,20230719135027711547,202307191350277,37,,202307191350135,1689799827.7115471,1689799827.7560766,1689799837.7700374,1689799813.5736842,1689799826.7078521
,20230719135047907820,52,20230719135050948165,202307191350509,38,20230719135048911427,202307191350489,1689799850.9481647,1689799850.9927905,1689799848.911427,1689799848.9457703,1689799847.9078195
,20230719135056108650,53,20230719135057112169,202307191350571,38,,202307191350489,1689799857.1121688,1689799857.1568794,1689799867.1699474,1689799848.9457703,1689799856.10865
,20230719135117282651,54,20230719135118286127,202307191351183,39,20230719135118330992,202307191351183,1689799878.2861273,1689799878.3307009,1689799878.3309915,1689799878.3658397,1689799877.2826507
,20230719135123452268,55,20230719135124455962,202307191351245,40,20230719135130507066,202307191351305,1689799884.4559624,1689799884.5004542,1689799890.5070655,1689799890.5431387,1689799883.4522681
,20230719135135665194,56,20230719135136668677,202307191351367,41,20230719135136712194,202307191351367,1689799896.668677,1689799896.7119014,1689799896.7121942,1689799896.746875,1689799895.6651938
,20230719135141842874,57,20230719135142846547,202307191351428,42,20230719135142891630,202307191351429,1689799902.846547,1689799902.891288,1689799902.8916304,1689799902.9263391,1689799901.8428738
,20230719135148024242,57,,202307191351428,43,20230719135149028239,202307191351490,1689799919.0763056,1689799902.891288,1689799909.028239,1689799909.0630748,1689799908.0242424
,20230719135204253137,58,20230719135205257262,202307191352053,43,,202307191351490,1689799925.2572622,1689799925.3017209,1689799935.3148074,1689799909.0630748,1689799924.2531374
,20230719135225431543,59,20230719135228437204,202307191352284,43,,202307191351490,1689799948.4372041,1689799948.4809742,1689799956.4917898,1689799909.0630748,1689799945.431543
,20230719135246625232,59,,202307191352284,43,,202307191351490,1689799977.64127,1689799948.4809742,1689799977.6434925,1689799909.0630748,1689799966.6252315
,20230719135312798434,60,20230719135317806335,202307191353178,43,,202307191351490,1689799997.8063352,1689799997.8536677,1689800003.863908,1689799909.0630748,1689799992.7984343
,20230719135334003204,61,20230719135335007018,202307191353350,43,,202307191351490,1689800015.0070176,1689800015.0528588,1689800025.0661488,1689799909.0630748,1689800014.003204
,20230719135355200083,61,,202307191353350,43,,202307191351490,1689800046.2165813,1689800015.0528588,1689800046.2188487,1689799909.0630748,1689800035.2000833
,20230719135421365557,62,20230719135422369003,202307191354224,43,,202307191351490,1689800062.369003,1689800062.412163,1689800072.4252472,1689799909.0630748,1689800061.3655574
,20230719135442584913,63,20230719135451630428,202307191354516,44,20230719135443588289,202307191354436,1689800091.6304276,1689800091.675887,1689800083.5882895,1689800083.6216934,1689800082.5849125
,20230719135456787144,64,20230719135457790962,202307191354578,45,20230719135457836137,202307191354578,1689800097.7909615,1689800097.8358667,1689800097.836137,1689800097.8708835,1689800096.7871442
,20230719135502994886,65,20230719135503998538,202307191355040,46,20230719135504044000,202307191355040,1689800103.9985378,1689800104.0436878,1689800104.044,1689800104.0776439,1689800102.9948857
,20230719135509186751,66,20230719135510190404,202307191355102,47,20230719135510236827,202307191355102,1689800110.1904037,1689800110.236405,1689800110.236827,1689800110.2711353,1689800109.1867507
,20230719135515380422,67,20230719135516384294,202307191355164,48,20230719135522436001,202307191355224,1689800116.3842936,1689800116.4294,1689800122.4360006,1689800122.4709213,1689800115.3804216
,20230719135527597471,68,20230719135528600924,202307191355286,48,,202307191355224,1689800128.6009235,1689800128.6454828,1689800138.6578457,1689800122.4709213,1689800127.5974705
,20230719135548815536,69,20230719135549818970,202307191355498,48,,202307191355224,1689800149.81897,1689800149.8628273,1689800159.8760712,1689800122.4709213,1689800148.8155365
,20230719135610032747,70,20230719135619043159,202307191356190,48,,202307191355224,1689800179.0431588,1689800179.087381,1689800181.0905685,1689800122.4709213,1689800170.0327473
,20230719135631240801,70,,202307191356190,48,,202307191355224,1689800202.2578068,1689800179.087381,1689800202.2593436,1689800122.4709213,1689800191.2408013
,20230719135657411586,70,,202307191356190,48,,202307191355224,1689800228.427941,1689800179.087381,1689800228.4325876,1689800122.4709213,1689800217.411586
,20230719135723568087,70,,202307191356190,48,,202307191355224,1689800254.5840878,1689800179.087381,1689800254.5860407,1689800122.4709213,1689800243.5680866
,20230719135749740196,70,,202307191356190,48,,202307191355224,1689800280.7564971,1689800179.087381,1689800280.7585948,1689800122.4709213,1689800269.7401965
,20230719135815992787,71,20230719135818998509,202307191358190,48,,202307191355224,1689800298.9985087,1689800299.0429974,1689800307.0549965,1689800122.4709213,1689800295.9927871
,20230719135837202921,72,20230719135844212636,202307191358442,48,,202307191355224,1689800324.2126365,1689800324.2548494,1689800328.2610826,1689800122.4709213,1689800317.2029212
,20230719135858396710,73,20230719135859400421,202307191358594,48,,202307191355224,1689800339.4004207,1689800339.448582,1689800349.4615867,1689800122.4709213,1689800338.3967102
,20230719135919675802,73,,202307191358594,48,,202307191355224,1689800370.6922176,1689800339.448582,1689800370.6945748,1689800122.4709213,1689800359.6758022
,20230719135945845805,74,20230719135946849406,202307191359468,49,20230719135946894149,202307191359469,1689800386.8494055,1689800386.8938534,1689800386.8941493,1689800386.9315965,1689800385.8458054
,20230719135952033830,75,20230719135953037314,202307191359530,50,20230719135953081009,202307191359531,1689800393.037314,1689800393.0807211,1689800393.0810091,1689800393.115587,1689800392.0338302
,20230719135958213725,75,,202307191359530,51,20230719135959217240,202307191359592,1689800409.2645376,1689800393.0807211,1689800399.21724,1689800399.2510338,1689800398.213725
,20230719140014409559,75,,202307191359530,51,,202307191359592,1689800425.4255092,1689800393.0807211,1689800425.4268441,1689800399.2510338,1689800414.4095592
,20230719140040587932,76,20230719140041591698,202307191400416,51,,202307191359592,1689800441.5916982,1689800441.6371324,1689800451.6491728,1689800399.2510338,1689800440.587932
,20230719140101781176,76,,202307191400416,51,,202307191359592,1689800472.7991097,1689800441.6371324,1689800472.8028023,1689800399.2510338,1689800461.7811759
,20230719140127960091,76,,202307191400416,51,,202307191359592,1689800498.9766471,1689800441.6371324,1689800498.978784,1689800399.2510338,1689800487.9600906
,20230719140154137538,76,,202307191400416,51,,202307191359592,1689800525.1530387,1689800441.6371324,1689800525.1552422,1689800399.2510338,1689800514.137538
,20230719140220325557,76,,202307191400416,51,,202307191359592,1689800551.3417413,1689800441.6371324,1689800551.3434596,1689800399.2510338,1689800540.325557
,20230719140246487980,76,,202307191400416,51,,202307191359592,1689800577.5045562,1689800441.6371324,1689800577.5063276,1689800399.2510338,1689800566.4879804
,20230719140312651849,76,,202307191400416,52,20230719140313655550,202307191403136,1689800603.7041416,1689800441.6371324,1689800593.6555498,1689800593.6904836,1689800592.6518486
,20230719140328846514,76,,202307191400416,52,,202307191403136,1689800619.8621314,1689800441.6371324,1689800619.8636882,1689800593.6904836,1689800608.8465135
,20230719140355014227,76,,202307191400416,52,,202307191403136,1689800646.030952,1689800441.6371324,1689800646.0334303,1689800593.6904836,1689800635.0142267
,20230719140421185058,76,,202307191400416,52,,202307191403136,1689800672.2013843,1689800441.6371324,1689800672.2029283,1689800593.6904836,1689800661.1850584
,20230719140447343973,76,,202307191400416,52,,202307191403136,1689800698.3603523,1689800441.6371324,1689800698.3618877,1689800593.6904836,1689800687.3439734
,20230719140513514381,76,,202307191400416,52,,202307191403136,1689800724.5322425,1689800441.6371324,1689800724.5349445,1689800593.6904836,1689800713.5143814
,20230719140539688532,77,20230719140540692314,202307191405407,52,,202307191403136,1689800740.692314,1689800740.7369177,1689800750.7499435,1689800593.6904836,1689800739.688532
,20230719140600894702,77,,202307191405407,52,,202307191403136,1689800771.9100204,1689800740.7369177,1689800771.912106,1689800593.6904836,1689800760.8947024
,20230719140627065177,77,,202307191405407,52,,202307191403136,1689800798.0817413,1689800740.7369177,1689800798.084056,1689800593.6904836,1689800787.0651774
,20230719140653239048,77,,202307191405407,52,,202307191403136,1689800824.254993,1689800740.7369177,1689800824.256475,1689800593.6904836,1689800813.2390482
,20230719140719400713,77,,202307191405407,52,,202307191403136,1689800850.418092,1689800740.7369177,1689800850.419582,1689800593.6904836,1689800839.4007134
,20230719140745581751,77,,202307191405407,53,20230719140746585443,202307191407466,1689800876.63526,1689800740.7369177,1689800866.585443,1689800866.6232371,1689800865.5817509
,20230719140801772107,78,20230719140806779526,202307191408068,53,,202307191407466,1689800886.779526,1689800886.8259006,1689800892.8346834,1689800866.6232371,1689800881.7721074
,20230719140822976790,79,20230719140827984206,202307191408280,53,,202307191407466,1689800907.9842057,1689800908.03426,1689800914.041658,1689800866.6232371,1689800902.97679
,20230719140844183536,80,20230719140845186759,202307191408452,53,,202307191407466,1689800925.1867595,1689800925.2300885,1689800935.2428806,1689800866.6232371,1689800924.183536
,20230719140905385577,80,,202307191408452,53,,202307191407466,1689800956.4013438,1689800925.2300885,1689800956.4028609,1689800866.6232371,1689800945.3855772
,20230719140931554107,80,,202307191408452,53,,202307191407466,1689800982.5697305,1689800925.2300885,1689800982.5712397,1689800866.6232371,1689800971.5541067
,20230719140957722071,80,,202307191408452,53,,202307191407466,1689801008.738018,1689800925.2300885,1689801008.7395587,1689800866.6232371,1689800997.7220714
,20230719141023881405,80,,202307191408452,53,,202307191407466,1689801034.897404,1689800925.2300885,1689801034.898968,1689800866.6232371,1689801023.8814049
,20230719141050052898,80,,202307191408452,53,,202307191407466,1689801061.0691075,1689800925.2300885,1689801061.070707,1689800866.6232371,1689801050.052898
,20230719141116212800,80,,202307191408452,53,,202307191407466,1689801087.229505,1689800925.2300885,1689801087.2315602,1689800866.6232371,1689801076.2127995
,20230719141142375094,80,,202307191408452,53,,202307191407466,1689801113.392725,1689800925.2300885,1689801113.396529,1689800866.6232371,1689801102.3750942
,20230719141208531320,81,20230719141215540975,202307191412155,53,,202307191407466,1689801135.540975,1689801135.5851753,1689801139.5919201,1689800866.6232371,1689801128.53132
,20230719141229726884,81,,202307191412155,53,,202307191407466,1689801160.7439263,1689801135.5851753,1689801160.746028,1689800866.6232371,1689801149.7268836
,20230719141256020470,81,,202307191412155,54,20230719141257024031,202307191412570,1689801187.0755012,1689801135.5851753,1689801177.0240307,1689801177.0618262,1689801176.0204697
,20230719141312215978,81,,202307191412155,54,,202307191412570,1689801203.2338955,1689801135.5851753,1689801203.2360556,1689801177.0618262,1689801192.215978
,20230719141338373529,81,,202307191412155,54,,202307191412570,1689801229.389222,1689801135.5851753,1689801229.3907154,1689801177.0618262,1689801218.3735292
,20230719141404545170,81,,202307191412155,54,,202307191412570,1689801255.5611594,1689801135.5851753,1689801255.5627291,1689801177.0618262,1689801244.54517
,20230719141430714384,82,20230719141435721815,202307191414357,54,,202307191412570,1689801275.7218153,1689801275.7682562,1689801281.7793317,1689801177.0618262,1689801270.714384
,20230719141451928154,82,,202307191414357,54,,202307191412570,1689801302.9450462,1689801275.7682562,1689801302.9466362,1689801177.0618262,1689801291.9281538
,20230719141518089180,82,,202307191414357,55,20230719141525098834,202307191415251,1689801329.1398847,1689801275.7682562,1689801325.098834,1689801325.133198,1689801318.0891802
,20230719141534262881,82,,202307191414357,55,,202307191415251,1689801345.2790139,1689801275.7682562,1689801345.2810755,1689801325.133198,1689801334.2628806
,20230719141600426409,82,,202307191414357,55,,202307191415251,1689801371.4421637,1689801275.7682562,1689801371.4444501,1689801325.133198,1689801360.4264088
,20230719141626598743,82,,202307191414357,55,,202307191415251,1689801397.6145165,1689801275.7682562,1689801397.616037,1689801325.133198,1689801386.5987434
,20230719141652764179,82,,202307191414357,55,,202307191415251,1689801423.780973,1689801275.7682562,1689801423.783,1689801325.133198,1689801412.7641785
,20230719141718943981,82,,202307191414357,55,,202307191415251,1689801449.9601042,1689801275.7682562,1689801449.9622462,1689801325.133198,1689801438.9439814
,20230719141745118161,82,,202307191414357,55,,202307191415251,1689801476.1362855,1689801275.7682562,1689801476.1379871,1689801325.133198,1689801465.1181607
,20230719141811299990,82,,202307191414357,55,,202307191415251,1689801502.3160887,1689801275.7682562,1689801502.3177376,1689801325.133198,1689801491.2999897
,20230719141837479105,82,,202307191414357,55,,202307191415251,1689801528.4953039,1689801275.7682562,1689801528.496947,1689801325.133198,1689801517.4791048
,20230719141903668264,83,20230719141904671682,202307191419047,55,,202307191415251,1689801544.6716824,1689801544.7154808,1689801554.7286832,1689801325.133198,1689801543.6682642
,20230719141924882475,83,,202307191419047,55,,202307191415251,1689801575.9016252,1689801544.7154808,1689801575.903205,1689801325.133198,1689801564.8824754
,20230719141951065006,83,,202307191419047,55,,202307191415251,1689801602.0812957,1689801544.7154808,1689801602.0828252,1689801325.133198,1689801591.0650063
,20230719142017246889,83,,202307191419047,55,,202307191415251,1689801628.2630482,1689801544.7154808,1689801628.2653692,1689801325.133198,1689801617.2468886
,20230719142043431033,83,,202307191419047,55,,202307191415251,1689801654.446488,1689801544.7154808,1689801654.4482396,1689801325.133198,1689801643.4310331
,20230719142109603784,83,,202307191419047,55,,202307191415251,1689801680.6191244,1689801544.7154808,1689801680.6213849,1689801325.133198,1689801669.6037836
,20230719142135778445,83,,202307191419047,55,,202307191415251,1689801706.7945905,1689801544.7154808,1689801706.796233,1689801325.133198,1689801695.7784452
,20230719142201963617,83,,202307191419047,55,,202307191415251,1689801732.9800355,1689801544.7154808,1689801732.9821794,1689801325.133198,1689801721.9636173
,20230719142228172748,83,,202307191419047,55,,202307191415251,1689801759.1895456,1689801544.7154808,1689801759.1919384,1689801325.133198,1689801748.1727479
,20230719142254362813,83,,202307191419047,56,20230719142257368455,202307191422574,1689801785.412883,1689801544.7154808,1689801777.3684554,1689801777.4022975,1689801774.3628128
,20230719142310544142,83,,202307191419047,56,,202307191422574,1689801801.5631008,1689801544.7154808,1689801801.5680196,1689801777.4022975,1689801790.5441422
,20230719142336720861,83,,202307191419047,56,,202307191422574,1689801827.7347527,1689801544.7154808,1689801827.7370086,1689801777.4022975,1689801816.7208607
,20230719142402903432,83,,202307191419047,56,,202307191422574,1689801853.9195478,1689801544.7154808,1689801853.9212844,1689801777.4022975,1689801842.9034321
,20230719142429081185,83,,202307191419047,56,,202307191422574,1689801880.0993452,1689801544.7154808,1689801880.1030428,1689801777.4022975,1689801869.0811853
,20230719142455303803,83,,202307191419047,56,,202307191422574,1689801906.3200278,1689801544.7154808,1689801906.321716,1689801777.4022975,1689801895.3038032
,20230719142521484429,83,,202307191419047,56,,202307191422574,1689801932.5004067,1689801544.7154808,1689801932.502021,1689801777.4022975,1689801921.4844286
,20230719142547670695,83,,202307191419047,56,,202307191422574,1689801958.687316,1689801544.7154808,1689801958.689073,1689801777.4022975,1689801947.6706946
,20230719142613851294,83,,202307191419047,56,,202307191422574,1689801984.869223,1689801544.7154808,1689801984.870772,1689801777.4022975,1689801973.8512943
,20230719142640044008,83,,202307191419047,56,,202307191422574,1689802011.0595403,1689801544.7154808,1689802011.0609655,1689801777.4022975,1689802000.044008
,20230719142706219697,83,,202307191419047,56,,202307191422574,1689802037.2363658,1689801544.7154808,1689802037.2380447,1689801777.4022975,1689802026.2196975
,20230719142732403840,83,,202307191419047,56,,202307191422574,1689802063.421704,1689801544.7154808,1689802063.4251711,1689801777.4022975,1689802052.4038398
,20230719142758611135,83,,202307191419047,57,20230719142803619582,202307191428036,1689802089.6661065,1689801544.7154808,1689802083.6195817,1689802083.6548536,1689802078.6111352
,20230719142814803814,83,,202307191419047,57,,202307191428036,1689802105.8220723,1689801544.7154808,1689802105.8239229,1689802083.6548536,1689802094.803814
,20230719142840993473,83,,202307191419047,57,,202307191428036,1689802132.009366,1689801544.7154808,1689802132.0109358,1689802083.6548536,1689802120.9934733
,20230719142907178611,83,,202307191419047,57,,202307191428036,1689802158.1935077,1689801544.7154808,1689802158.195798,1689802083.6548536,1689802147.1786108
,20230719142933361940,83,,202307191419047,57,,202307191428036,1689802184.3776922,1689801544.7154808,1689802184.3789465,1689802083.6548536,1689802173.36194
,20230719142959539731,83,,202307191419047,57,,202307191428036,1689802210.555993,1689801544.7154808,1689802210.5575624,1689802083.6548536,1689802199.5397305
,20230719143025727217,83,,202307191419047,58,20230719143030734708,202307191430307,1689802236.7802625,1689801544.7154808,1689802230.734708,1689802230.7713306,1689802225.7272172
,20230719143041931442,84,20230719143042935236,202307191430429,58,,202307191430307,1689802242.9352355,1689802242.9818897,1689802252.9948657,1689802230.7713306,1689802241.9314425
,20230719143103157779,84,,202307191430429,58,,202307191430307,1689802274.1743174,1689802242.9818897,1689802274.1768212,1689802230.7713306,1689802263.1577785
,20230719143129360512,85,20230719143134370298,202307191431344,58,,202307191430307,1689802294.370298,1689802294.4189372,1689802300.4277573,1689802230.7713306,1689802289.3605125
,20230719143150587861,85,,202307191431344,58,,202307191430307,1689802321.6045358,1689802294.4189372,1689802321.6062002,1689802230.7713306,1689802310.5878613
,20230719143216764535,85,,202307191431344,58,,202307191430307,1689802347.7802057,1689802294.4189372,1689802347.7817452,1689802230.7713306,1689802336.764535
,20230719143242973401,85,,202307191431344,59,20230719143243975901,202307191432440,1689802374.021067,1689802294.4189372,1689802363.9759011,1689802364.008402,1689802362.9734008
,20230719143259169084,85,,202307191431344,59,,202307191432440,1689802390.1852353,1689802294.4189372,1689802390.1876097,1689802364.008402,1689802379.1690838
