trial_numbers,cue_time in s,M5_L_rewards,M5_L_beambreak_time in s,M5_L_reward time in s,M6_R_rewards,M6_R_beambreak_time in s,M6_R_reward time in s,M5_L_beambreak_time,M5_L_reward time,M6_R_beambreak_time,M6_R_reward time,cue_time
,20230719101357560640,12,,202307191012590,14,,202307191013374,1689786853.5833657,1689786779.073983,1689786853.5856614,1689786817.4226708,1689786837.5606399
,20230719101428707307,13,20230719101433715437,202307191014337,15,20230719101433763563,202307191014337,1689786873.7154374,1689786873.763215,1689786873.7635632,1689786873.7978046,1689786868.7073073
,20230719101438892168,14,20230719101441897889,202307191014419,15,,202307191014337,1689786881.8978887,1689786881.9416578,1689786894.9586525,1689786873.7978046,1689786878.8921683
,20230719101505079523,14,,202307191014419,15,,202307191014337,1689786921.1019428,1689786881.9416578,1689786921.1041992,1689786873.7978046,1689786905.0795233
,20230719101536231367,15,20230719101542240568,202307191015422,15,,202307191014337,1689786942.2405682,1689786942.2853792,1689786952.2988875,1689786873.7978046,1689786936.231367
,20230719101602426944,16,20230719101603430446,202307191016034,16,20230719101617491584,202307191016175,1689786963.4304457,1689786963.4756432,1689786977.4915843,1689786977.5262396,1689786962.426944
,20230719101622640842,16,,202307191016034,17,20230719101624645419,202307191016246,1689786998.697241,1689786963.4756432,1689786984.6454191,1689786984.6795661,1689786982.6408424
,20230719101643808143,16,,202307191016034,17,,202307191016246,1689787019.8302376,1689786963.4756432,1689787019.831817,1689786984.6795661,1689787003.808143
,20230719101714949917,16,,202307191016034,18,20230719101729968213,202307191017300,1689787051.006632,1689786963.4756432,1689787049.968213,1689787050.0027833,1689787034.949917
,20230719101736114307,16,,202307191016034,18,,202307191017300,1689787072.136074,1689786963.4756432,1689787072.1383636,1689787050.0027833,1689787056.1143074
,20230719101807256259,17,20230719101808259591,202307191018083,18,,202307191017300,1689787088.2595913,1689787088.302833,1689787103.3219233,1689787050.0027833,1689787087.2562587
,20230719101833435279,17,,202307191018083,18,,202307191017300,1689787129.4572763,1689787088.302833,1689787129.458856,1689787050.0027833,1689787113.4352794
,20230719101904621910,18,20230719101916637987,202307191019166,18,,202307191017300,1689787156.637987,1689787156.6818788,1689787160.690685,1689787050.0027833,1689787144.62191
,20230719101930828328,19,20230719101931832579,202307191019318,18,,202307191017300,1689787171.8325791,1689787171.876983,1689787186.8960388,1689787050.0027833,1689787170.8283284
,20230719101957031588,19,,202307191019318,18,,202307191017300,1689787213.0540407,1689787171.876983,1689787213.0560818,1689787050.0027833,1689787197.0315883
,20230719102028187310,20,20230719102029191866,202307191020292,18,,202307191017300,1689787229.1918664,1689787229.2411299,1689787244.2593608,1689787050.0027833,1689787228.1873102
,20230719102054377839,21,20230719102055381563,202307191020554,18,,202307191017300,1689787255.3815627,1689787255.4280632,1689787270.4475355,1689787050.0027833,1689787254.3778389
,20230719102120558694,22,20230719102121562380,202307191021216,19,20230719102122609750,202307191021226,1689787281.56238,1689787281.6083689,1689787282.6097496,1689787282.6486988,1689787280.5586941
,20230719102127751911,22,,202307191021216,20,20230719102129756472,202307191021297,1689787303.8082895,1689787281.6083689,1689787289.756472,1689787289.7911913,1689787287.7519112
,20230719102148888130,23,20230719102149891353,202307191021499,21,20230719102150936202,202307191021509,1689787309.891353,1689787309.93476,1689787310.9362016,1689787310.9737008,1689787308.8881302
,20230719102156091734,24,20230719102157097059,202307191021571,22,20230719102157144287,202307191021571,1689787317.0970592,1689787317.1439834,1689787317.1442873,1689787317.1813283,1689787316.0917342
,20230719102202276851,25,20230719102203280522,202307191022033,23,20230719102208332364,202307191022083,1689787323.2805216,1689787323.3265376,1689787328.3323636,1689787328.3672044,1689787322.276851
,20230719102213489873,26,20230719102214493258,202307191022145,24,20230719102214537605,202307191022145,1689787334.4932575,1689787334.5372982,1689787334.5376053,1689787334.5712888,1689787333.4898727
,20230719102219667006,27,20230719102220670726,202307191022207,25,20230719102221717839,202307191022217,1689787340.6707256,1689787340.7164145,1689787341.7178388,1689787341.752377,1689787339.6670063
,20230719102226862169,28,20230719102234908879,202307191022349,26,20230719102227865880,202307191022279,1689787354.9088793,1689787354.953642,1689787347.8658803,1689787347.9015374,1689787346.8621686
,20230719102240062347,29,20230719102241065901,202307191022411,26,,202307191022279,1689787361.0659006,1689787361.1102092,1689787376.12909,1689787347.9015374,1689787360.0623467
,20230719102306253234,30,20230719102307256743,202307191023072,27,20230719102307300181,202307191023073,1689787387.2567432,1689787387.299888,1689787387.3001812,1689787387.3370736,1689787386.253234
,20230719102312446252,30,,202307191023072,28,20230719102313451728,202307191023134,1689787408.5087724,1689787387.299888,1689787393.451728,1689787393.4891026,1689787392.4462523
,20230719102333635243,30,,202307191023072,28,,202307191023134,1689787429.6573722,1689787387.299888,1689787429.6594088,1689787393.4891026,1689787413.6352434
,20230719102404812833,30,,202307191023072,29,20230719102407818772,202307191024078,1689787460.8706236,1689787387.299888,1689787447.8187723,1689787447.8533883,1689787444.8128326
,20230719102425980640,30,,202307191023072,29,,202307191024078,1689787482.0029807,1689787387.299888,1689787482.0054965,1689787447.8533883,1689787465.9806402
,20230719102457124918,30,,202307191023072,29,,202307191024078,1689787513.1471705,1689787387.299888,1689787513.1498291,1689787447.8533883,1689787497.124918
,20230719102528280749,31,20230719102529284693,202307191025293,29,,202307191024078,1689787529.2846935,1689787529.3291051,1689787544.34825,1689787447.8533883,1689787528.280749
,20230719102554486364,32,20230719102555490164,202307191025555,30,20230719102557539498,202307191025575,1689787555.490164,1689787555.5369656,1689787557.5394976,1689787557.576563,1689787554.4863644
,20230719102602685661,33,20230719102603690845,202307191026037,31,20230719102604735798,202307191026047,1689787563.6908453,1689787563.734436,1689787564.7357984,1689787564.7702005,1689787562.6856606
,20230719102609880794,34,20230719102610885338,202307191026109,32,20230719102610930320,202307191026109,1689787570.8853383,1689787570.9299743,1689787570.9303195,1689787570.9652996,1689787569.8807943
,20230719102616061524,35,20230719102617064951,202307191026171,32,,202307191026109,1689787577.0649512,1689787577.1080937,1689787592.126292,1689787570.9652996,1689787576.0615242
,20230719102642258772,36,20230719102645298984,202307191026453,33,20230719102643262091,202307191026432,1689787605.298984,1689787605.3429058,1689787603.2620907,1689787603.2965362,1689787602.2587721
,20230719102650447565,37,20230719102651451047,202307191026514,34,20230719102652496919,202307191026525,1689787611.4510467,1689787611.4955115,1689787612.4969194,1689787612.5315778,1689787610.4475646
,20230719102657637856,38,20230719102658641363,202307191026586,35,20230719102710699263,202307191027107,1689787618.6413631,1689787618.685714,1689787630.6992626,1689787630.7340875,1689787617.6378555
,20230719102715856400,39,20230719102726913839,202307191027269,36,20230719102722867642,202307191027229,1689787646.9138393,1689787646.961434,1689787642.8676424,1689787642.9088128,1689787635.8564
,20230719102732066637,40,20230719102733071532,202307191027331,37,20230719102736123021,202307191027361,1689787653.0715322,1689787653.1194417,1689787656.123021,1689787656.1601863,1689787652.0666373
,20230719102741258716,40,,202307191027331,38,20230719102745265178,202307191027453,1689787677.3170168,1689787653.1194417,1689787665.2651784,1689787665.3005893,1689787661.2587159
,20230719102802436798,40,,202307191027331,38,,202307191027453,1689787698.4586961,1689787653.1194417,1689787698.460227,1689787665.3005893,1689787682.436798
,20230719102833600974,40,,202307191027331,38,,202307191027453,1689787729.6229079,1689787653.1194417,1689787729.6249998,1689787665.3005893,1689787713.6009736
,20230719102904753631,40,,202307191027331,38,,202307191027453,1689787760.7755413,1689787653.1194417,1689787760.7775714,1689787665.3005893,1689787744.7536309
,20230719102935934546,40,,202307191027331,38,,202307191027453,1689787791.9566154,1689787653.1194417,1689787791.9586868,1689787665.3005893,1689787775.9345462
,20230719103007092864,41,20230719103009097202,202307191030091,39,20230719103019155988,202307191030191,1689787809.0972018,1689787809.144572,1689787819.1559875,1689787819.1895556,1689787807.0928643
,20230719103024314438,42,20230719103025318820,202307191030253,40,20230719103025363782,202307191030254,1689787825.31882,1689787825.3635287,1689787825.3637817,1689787825.4004323,1689787824.3144376
,20230719103030508899,43,20230719103031512193,202307191030315,40,,202307191030254,1689787831.5121934,1689787831.5582702,1689787846.5769532,1689787825.4004323,1689787830.508899
,20230719103056705579,43,,202307191030315,40,,202307191030254,1689787872.7273486,1689787831.5582702,1689787872.7288506,1689787825.4004323,1689787856.7055793
,20230719103127850442,43,,202307191030315,41,20230719103128853599,202307191031288,1689787903.9027698,1689787831.5582702,1689787888.853599,1689787888.8869586,1689787887.8504417
,20230719103148975667,44,20230719103149978873,202307191031500,41,,202307191031288,1689787909.9788733,1689787910.0218546,1689787925.039509,1689787888.8869586,1689787908.9756672
,20230719103215179283,45,20230719103217185430,202307191032172,41,,202307191031288,1689787937.1854296,1689787937.2328439,1689787951.250975,1689787888.8869586,1689787935.179283
,20230719103241375168,46,20230719103242378724,202307191032424,41,,202307191031288,1689787962.3787236,1689787962.422483,1689787977.4412344,1689787888.8869586,1689787961.3751683
,20230719103307596708,46,,202307191032424,42,20230719103314606794,202307191033146,1689788003.653566,1689787962.422483,1689787994.6067936,1689787994.6412117,1689787987.596708
,20230719103328764733,47,20230719103339814149,202307191033398,43,20230719103330769218,202307191033308,1689788019.8141494,1689788019.8583329,1689788010.7692182,1689788010.8035057,1689788008.7647326
,20230719103344965235,48,20230719103345968700,202307191033460,43,,202307191033308,1689788025.9686997,1689788026.012655,1689788041.0318563,1689788010.8035057,1689788024.9652348
,20230719103411163570,49,20230719103413168207,202307191034132,43,,202307191033308,1689788053.168207,1689788053.2130532,1689788067.2316585,1689788010.8035057,1689788051.16357
,20230719103437367832,50,20230719103438371446,202307191034384,43,,202307191033308,1689788078.3714464,1689788078.4157805,1689788093.4351275,1689788010.8035057,1689788077.367832
,20230719103503562996,50,,202307191034384,43,,202307191033308,1689788119.5846877,1689788078.4157805,1689788119.5860841,1689788010.8035057,1689788103.562996
,20230719103534725471,50,,202307191034384,44,20230719103535730714,202307191035357,1689788150.7869554,1689788078.4157805,1689788135.730714,1689788135.767992,1689788134.725471
,20230719103555893093,50,,202307191034384,44,,202307191035357,1689788171.9157772,1689788078.4157805,1689788171.917878,1689788135.767992,1689788155.893093
,20230719103627068237,50,,202307191034384,44,,202307191035357,1689788203.090298,1689788078.4157805,1689788203.0924263,1689788135.767992,1689788187.0682366
,20230719103658220654,50,,202307191034384,44,,202307191035357,1689788234.243099,1689788078.4157805,1689788234.2456458,1689788135.767992,1689788218.2206535
,20230719103729394270,51,20230719103732401591,202307191037324,44,,202307191035357,1689788252.4015908,1689788252.4494753,1689788265.4663317,1689788135.767992,1689788249.39427
,20230719103755580803,52,20230719103756584188,202307191037566,44,,202307191035357,1689788276.5841882,1689788276.6273568,1689788291.6463983,1689788135.767992,1689788275.580803
,20230719103821776607,52,,202307191037566,44,,202307191035357,1689788317.7985702,1689788276.6273568,1689788317.8001754,1689788135.767992,1689788301.7766066
,20230719103852939595,53,20230719103853942297,202307191038539,44,,202307191035357,1689788333.942297,1689788333.9867756,1689788349.006828,1689788135.767992,1689788332.9395947
,20230719103919130372,53,,202307191038539,45,20230719103923137663,202307191039231,1689788375.1866002,1689788333.9867756,1689788363.1376631,1689788363.171549,1689788359.130372
,20230719103940308888,53,,202307191038539,45,,202307191039231,1689788396.3308892,1689788333.9867756,1689788396.3324144,1689788363.171549,1689788380.308888
,20230719104011481969,54,20230719104021528927,202307191040215,46,20230719104012485538,202307191040125,1689788421.528927,1689788421.5848334,1689788412.485538,1689788412.5187275,1689788411.4819694
,20230719104026692308,55,20230719104027696231,202307191040277,47,20230719104034749036,202307191040347,1689788427.6962314,1689788427.7413867,1689788434.7490363,1689788434.7837136,1689788426.692308
,20230719104039906296,56,20230719104052956530,202307191040530,48,20230719104040909749,202307191040409,1689788452.9565303,1689788453.0004241,1689788440.9097493,1689788440.9429433,1689788439.9062963
,20230719104058118604,57,20230719104059122076,202307191040591,49,20230719104104172323,202307191041042,1689788459.1220758,1689788459.1665554,1689788464.172323,1689788464.2077513,1689788458.1186037
,20230719104109331067,58,20230719104120345929,202307191041203,49,,202307191041042,1689788480.345929,1689788480.3906167,1689788485.4033747,1689788464.2077513,1689788469.3310673
,20230719104135528274,59,20230719104139535000,202307191041395,49,,202307191041042,1689788499.5349998,1689788499.5788298,1689788511.5946271,1689788464.2077513,1689788495.5282736
,20230719104201715403,60,20230719104202718884,202307191042027,49,,202307191041042,1689788522.7188838,1689788522.7636368,1689788537.7824283,1689788464.2077513,1689788521.7154026
,20230719104227927502,61,20230719104232935698,202307191042329,49,,202307191041042,1689788552.935698,1689788552.9808137,1689788563.994515,1689788464.2077513,1689788547.9275022
,20230719104254117306,62,20230719104258123960,202307191042581,50,20230719104305175844,202307191043052,1689788578.1239595,1689788578.167801,1689788585.1758444,1689788585.2119973,1689788574.1173058
,20230719104310333587,62,,202307191042581,51,20230719104317343744,202307191043173,1689788606.3905902,1689788578.167801,1689788597.3437436,1689788597.3782496,1689788590.3335872
,20230719104331514400,62,,202307191042581,51,,202307191043173,1689788627.5364025,1689788578.167801,1689788627.537927,1689788597.3782496,1689788611.5144005
,20230719104402687437,62,,202307191042581,51,,202307191043173,1689788658.710694,1689788578.167801,1689788658.7127988,1689788597.3782496,1689788642.6874373
,20230719104433856390,63,20230719104434859740,202307191044349,51,,202307191043173,1689788674.8597403,1689788674.9028337,1689788689.9210784,1689788597.3782496,1689788673.8563905
,20230719104500046335,64,20230719104507058475,202307191045071,51,,202307191043173,1689788707.0584753,1689788707.1062603,1689788716.1202323,1689788597.3782496,1689788700.0463347
,20230719104526272525,65,20230719104528277266,202307191045283,52,20230719104538332425,202307191045383,1689788728.2772655,1689788728.321135,1689788738.3324246,1689788738.3665571,1689788726.2725248
,20230719104543560596,66,20230719104545600091,202307191045456,53,20230719104544564858,202307191045445,1689788745.600091,1689788745.643873,1689788744.5648582,1689788744.5987518,1689788743.5605955
,20230719104550752988,67,20230719104551756439,202307191045518,53,,202307191045445,1689788751.7564387,1689788751.8001482,1689788766.8193731,1689788744.5987518,1689788750.7529876
,20230719104616945748,67,,202307191045518,53,,202307191045445,1689788792.9684477,1689788751.8001482,1689788792.9706812,1689788744.5987518,1689788776.9457483
,20230719104648097666,67,,202307191045518,53,,202307191045445,1689788824.1202009,1689788751.8001482,1689788824.1242294,1689788744.5987518,1689788808.0976663
,20230719104719274542,68,20230719104720278361,202307191047203,53,,202307191045445,1689788840.278361,1689788840.3241847,1689788855.344504,1689788744.5987518,1689788839.2745419
,20230719104745458076,69,20230719104748463760,202307191047485,53,,202307191045445,1689788868.4637597,1689788868.5075145,1689788881.5256367,1689788744.5987518,1689788865.4580765
,20230719104811652792,70,20230719104812655594,202307191048127,53,,202307191045445,1689788892.6555939,1689788892.7000751,1689788907.719305,1689788744.5987518,1689788891.6527915
,20230719104837871257,71,20230719104839875873,202307191048399,53,,202307191045445,1689788919.875873,1689788919.9233637,1689788933.9414418,1689788744.5987518,1689788917.871257
,20230719104904077163,71,,202307191048399,53,,202307191045445,1689788960.0995688,1689788919.9233637,1689788960.1016824,1689788744.5987518,1689788944.0771635
,20230719104935243185,72,20230719104936246707,202307191049362,53,,202307191045445,1689788976.2467067,1689788976.2908094,1689788991.3099551,1689788744.5987518,1689788975.243185
,20230719105001485007,72,,202307191049362,53,,202307191045445,1689789017.5079365,1689788976.2908094,1689789017.5100756,1689788744.5987518,1689789001.4850068
,20230719105032662157,72,,202307191049362,53,,202307191045445,1689789048.685142,1689788976.2908094,1689789048.6873455,1689788744.5987518,1689789032.6621573
,20230719105103832809,72,,202307191049362,53,,202307191045445,1689789079.8552692,1689788976.2908094,1689789079.8574114,1689788744.5987518,1689789063.8328087
,20230719105135027107,72,,202307191049362,53,,202307191045445,1689789111.0496843,1689788976.2908094,1689789111.0518627,1689788744.5987518,1689789095.0271075
,20230719105206192291,72,,202307191049362,54,20230719105221212909,202307191052212,1689789142.2499754,1689788976.2908094,1689789141.2129085,1689789141.246711,1689789126.1922913
,20230719105227374254,72,,202307191049362,54,,202307191052212,1689789163.3962235,1689788976.2908094,1689789163.3985226,1689789141.246711,1689789147.3742537
,20230719105258533580,72,,202307191049362,55,20230719105259536855,202307191052595,1689789194.5886407,1689788976.2908094,1689789179.536855,1689789179.5699272,1689789178.5335796
,20230719105319768367,72,,202307191049362,55,,202307191052595,1689789215.791054,1689788976.2908094,1689789215.7925937,1689789179.5699272,1689789199.768367
,20230719105350934785,72,,202307191049362,55,,202307191052595,1689789246.956568,1689788976.2908094,1689789246.9580593,1689789179.5699272,1689789230.9347851
,20230719105422120666,72,,202307191049362,55,,202307191052595,1689789278.1447446,1689788976.2908094,1689789278.1490867,1689789179.5699272,1689789262.1206663
,20230719105453290297,73,20230719105454293722,202307191054543,55,,202307191052595,1689789294.293722,1689789294.3407876,1689789309.3593724,1689789179.5699272,1689789293.290297
,20230719105519482278,74,20230719105531533580,202307191055315,56,20230719105521486814,202307191055215,1689789331.5335796,1689789331.577805,1689789321.4868145,1689789321.5217805,1689789319.4822776
,20230719105536695256,75,20230719105537698653,202307191055377,56,,202307191055215,1689789337.698653,1689789337.7425802,1689789352.761336,1689789321.5217805,1689789336.6952562
,20230719105602892803,75,,202307191055377,57,20230719105604897448,202307191056049,1689789378.9498947,1689789337.7425802,1689789364.8974476,1689789364.9327106,1689789362.892803
,20230719105624071255,76,20230719105627076965,202307191056271,58,20230719105627121652,202307191056271,1689789387.0769653,1689789387.1213725,1689789387.1216524,1689789387.1562264,1689789384.0712554
,20230719105632242487,77,20230719105633245895,202307191056332,59,20230719105637294877,202307191056373,1689789393.2458951,1689789393.2902052,1689789397.2948768,1689789397.3336358,1689789392.2424872
,20230719105642434675,77,,202307191056332,60,20230719105643438204,202307191056434,1689789418.4926102,1689789393.2902052,1689789403.4382036,1689789403.4725232,1689789402.4346755
,20230719105703606999,77,,202307191056332,60,,202307191056434,1689789439.629694,1689789393.2902052,1689789439.632753,1689789403.4725232,1689789423.6069987
,20230719105734773118,78,20230719105739780847,202307191057398,61,20230719105743836612,202307191057438,1689789459.7808473,1689789459.8319042,1689789463.8366117,1689789463.869168,1689789454.7731183
,20230719105748959462,79,20230719105749962830,202307191057500,61,,202307191057438,1689789469.9628303,1689789470.0069106,1689789485.0259025,1689789463.869168,1689789468.959462
,20230719105815153715,79,,202307191057500,61,,202307191057438,1689789511.1757705,1689789470.0069106,1689789511.1782146,1689789463.869168,1689789495.153715
,20230719105846324487,79,,202307191057500,62,20230719105847327938,202307191058473,1689789542.3806112,1689789470.0069106,1689789527.3279376,1689789527.3618653,1689789526.3244867
,20230719105907510512,80,20230719105909515272,202307191059095,63,20230719105916567422,202307191059166,1689789549.5152717,1689789549.5594506,1689789556.5674222,1689789556.6015356,1689789547.5105116
,20230719105921703290,81,20230719105922708288,202307191059227,63,,202307191059166,1689789562.7082882,1689789562.755479,1689789577.774665,1689789556.6015356,1689789561.7032897
,20230719105947916454,82,20230719105949920576,202307191059499,64,20230719105957973664,202307191059580,1689789589.9205759,1689789589.964636,1689789597.9736643,1689789598.0091927,1689789587.916454
,20230719110003140327,83,20230719110004143636,202307191100041,64,,202307191059580,1689789604.1436362,1689789604.1900518,1689789619.2092953,1689789598.0091927,1689789603.1403267
,20230719110029342024,84,20230719110030344524,202307191100303,65,20230719110041400132,202307191100414,1689789630.3445241,1689789630.3881977,1689789641.4001317,1689789641.4338276,1689789629.3420236
,20230719110046536066,85,20230719110052579522,202307191100526,66,20230719110050542819,202307191100505,1689789652.579522,1689789652.6251972,1689789650.5428188,1689789650.57691,1689789646.5360658
,20230719110057739582,85,,202307191100526,67,20230719110058743055,202307191100587,1689789673.7972322,1689789652.6251972,1689789658.7430546,1689789658.7782607,1689789657.7395816
,20230719110118910212,85,,202307191100526,67,,202307191100587,1689789694.9320452,1689789652.6251972,1689789694.9340868,1689789658.7782607,1689789678.9102116
,20230719110150085330,86,20230719110151088706,202307191101511,67,,202307191100587,1689789711.0887055,1689789711.1326468,1689789726.1519864,1689789658.7782607,1689789710.0853305
,20230719110216277603,87,20230719110219283218,202307191102193,67,,202307191100587,1689789739.283218,1689789739.3276665,1689789752.344105,1689789658.7782607,1689789736.2776031
,20230719110242480658,88,20230719110244485398,202307191102445,67,,202307191100587,1689789764.4853976,1689789764.5300763,1689789778.5479403,1689789658.7782607,1689789762.4806578
,20230719110308677458,88,,202307191102445,67,,202307191100587,1689789804.6986904,1689789764.5300763,1689789804.701742,1689789658.7782607,1689789788.6774583
,20230719110339850861,89,20230719110341856133,202307191103419,67,,202307191100587,1689789821.8561327,1689789821.9004974,1689789835.9188414,1689789658.7782607,1689789819.8508608
,20230719110406052671,90,20230719110407055944,202307191104070,67,,202307191100587,1689789847.0559442,1689789847.0990176,1689789862.117926,1689789658.7782607,1689789846.0526712
,20230719110432249478,91,20230719110433252800,202307191104332,67,,202307191100587,1689789873.2528,1689789873.2973714,1689789888.315908,1689789658.7782607,1689789872.2494783
,20230719110458446598,91,,202307191104332,67,,202307191100587,1689789914.4704504,1689789873.2973714,1689789914.471943,1689789658.7782607,1689789898.4465978
,20230719110529625779,91,,202307191104332,67,,202307191100587,1689789945.648524,1689789873.2973714,1689789945.6505926,1689789658.7782607,1689789929.6257792
,20230719110600779323,92,20230719110601784688,202307191106018,67,,202307191100587,1689789961.7846885,1689789961.831732,1689789976.8498898,1689789658.7782607,1689789960.7793229
,20230719110626992766,92,,202307191106018,67,,202307191100587,1689790003.0144873,1689789961.831732,1689790003.0159886,1689789658.7782607,1689789986.9927657
,20230719110658169275,92,,202307191106018,67,,202307191100587,1689790034.1915245,1689789961.831732,1689790034.193775,1689789658.7782607,1689790018.1692753
,20230719110729340609,92,,202307191106018,67,,202307191100587,1689790065.362359,1689789961.831732,1689790065.364302,1689789658.7782607,1689790049.3406088
,20230719110800511395,92,,202307191106018,67,,202307191100587,1689790096.5322478,1689789961.831732,1689790096.53399,1689789658.7782607,1689790080.511395
,20230719110831676090,92,,202307191106018,67,,202307191100587,1689790127.6977408,1689789961.831732,1689790127.6992657,1689789658.7782607,1689790111.6760905
,20230719110902845300,92,,202307191106018,67,,202307191100587,1689790158.8673651,1689789961.831732,1689790158.869582,1689789658.7782607,1689790142.8452997
,20230719110934021462,92,,202307191106018,67,,202307191100587,1689790190.043048,1689789961.831732,1689790190.045016,1689789658.7782607,1689790174.021462
,20230719111005185070,92,,202307191106018,68,20230719111013195595,202307191110132,1689790221.240994,1689789961.831732,1689790213.195595,1689790213.229859,1689790205.1850698
,20230719111026367779,92,,202307191106018,68,,202307191110132,1689790242.3892727,1689789961.831732,1689790242.3907597,1689790213.229859,1689790226.3677785
,20230719111057528693,92,,202307191106018,68,,202307191110132,1689790273.5493975,1689789961.831732,1689790273.5521653,1689790213.229859,1689790257.5286934
,20230719111128695632,93,20230719111129698906,202307191111297,68,,202307191110132,1689790289.698906,1689790289.7421727,1689790304.7599719,1689790213.229859,1689790288.6956325
,20230719111154897314,93,,202307191111297,68,,202307191110132,1689790330.9195426,1689790289.7421727,1689790330.921532,1689790213.229859,1689790314.8973136
,20230719111226071581,93,,202307191111297,68,,202307191110132,1689790362.0935678,1689790289.7421727,1689790362.0956888,1689790213.229859,1689790346.0715814
,20230719111257224173,93,,202307191111297,69,20230719111305236191,202307191113052,1689790393.281759,1689790289.7421727,1689790385.236191,1689790385.2705007,1689790377.2241728
,20230719111318413950,94,20230719111319417209,202307191113194,69,,202307191113052,1689790399.4172087,1689790399.4602482,1689790414.4789796,1689790385.2705007,1689790398.4139502
,20230719111344611732,94,,202307191113194,70,20230719111359630345,202307191113596,1689790440.668334,1689790399.4602482,1689790439.6303449,1689790439.6648831,1689790424.6117315
,20230719111405797357,94,,202307191113194,70,,202307191113596,1689790461.8186836,1689790399.4602482,1689790461.8201733,1689790439.6648831,1689790445.7973566
,20230719111436962708,94,,202307191113194,70,,202307191113596,1689790492.9837646,1689790399.4602482,1689790492.985786,1689790439.6648831,1689790476.9627075
,20230719111508129167,94,,202307191113194,70,,202307191113596,1689790524.1514637,1689790399.4602482,1689790524.1536574,1689790439.6648831,1689790508.1291673
,20230719111539296607,94,,202307191113194,71,20230719111540299803,202307191115403,1689790555.3530352,1689790399.4602482,1689790540.2998025,1689790540.332816,1689790539.2966065
,20230719111600493651,95,20230719111603500277,202307191116035,71,,202307191115403,1689790563.5002768,1689790563.544176,1689790576.5605574,1689790540.332816,1689790560.4936512
,20230719111626688474,96,20230719111627691680,202307191116277,72,20230719111631740185,202307191116317,1689790587.6916797,1689790587.7354398,1689790591.7401845,1689790591.7745607,1689790586.688474
